Mahesh Kaushik Stock Market Data Bank  Updated Till Sept 2024,,,,,,,,,,,,,,,,,,,,,,
BSE Code,Company Name          ,Sector,Face Value,Total Equity Capital,Total Share Cr.,Book Value,Sales in Cr.,Net Sale Par Share,Net Profit Cr.,EPS,Dividend Rupees,D/E ratio,RONW %,Promoters %,Pledged %,Institutional %,Market Cap,Price ,52 Week High,52 Week Low,52 Week High/ Low Ratio,Entprise Value
540081,SAB Events & Governance Now Media Ltd.,Printing And Publishing,10,10.48,1.05,-1.59,1.77,1.69,-1.09,-1.04,0,-1.59,0,35.97,14.58,15.04,11.19,10.46,13.41,4.41,3.04,12.93
539112,SAB Industries Ltd.,Construction - Real Estate,10,15.21,1.52,194.35,45.52,29.93,0.85,0.56,0,0.28,0.33,73.57,0,0.01,269.37,176.4,359.2,110.3,3.26,338.53
530461,Saboo Sodium Chloro Ltd.,Consumer Food,10,42,4.20,11.56,51.79,12.33,0.23,0.05,0,0.37,0.23,47.4,0,0.08,134.31,30.4,34.72,15.47,2.24,137.01
540132,Sabrimala Industries India Ltd.,Retailing,10,8.71,0.87,7.34,5.58,6.41,0.33,0.37,0,0,-4.31,0,0,0,9.37,10.84,15.71,5.13,3.06,8.67
531869,Sacheta Metals Ltd.,Aluminium & Aluminium Products,10,25,2.50,20.23,75.3,30.12,1.96,0.78,0,0.61,5.69,55.48,0,0,71.95,27.35,30.29,17.16,1.77,82.98
532710,Sadbhav Engineering Ltd.,Engineering - Construction,1,17.16,17.16,57.07,1922.95,112.06,-779.87,-15.43,0,1.06,-27.6,36.22,29.14,9.3,545.6,30.68,40.41,11.4,3.54,1585.81
539346,Sadbhav Infrastructure Project Ltd.,Engineering - Construction,10,352.23,35.22,19.42,778.89,22.11,-533.25,-15.96,0,0.6,-24.61,70.31,69.02,0.66,252.55,7.06,9.31,3.75,2.48,806.04
506642,Sadhana Nitro Chem Ltd.,Chemicals,1,24.71,24.71,8.3,190.05,7.69,4.08,0.3,0.15,0.6,2.62,65.48,13.21,0.01,2151.71,65.15,110.2,49.01,2.25,2364.65
540821,Sadhna Broadcast Ltd.,TV Broadcasting & Software Production,1,10.03,10.03,1.51,15.41,1.54,0.34,0.03,0,0.23,-0.82,25.47,0,0,36.5,3.64,8.2,3.55,2.31,38.43
523025,Safari Industries (India) Ltd.,Household & Personal Products,2,9.75,4.88,169.38,1550.42,318.03,175.81,31.69,4,0.03,25.62,45.73,0,34.51,12397.81,2547.25,4599.95,1627.4,2.83,12224.91
531436,Saffron Industries Ltd.,Paper & Paper Products,10,7.18,0.72,-17.94,16.2,22.56,-1.89,-2.63,0,-1.88,0,60.49,0,0.11,8.77,12.21,12.21,3.88,3.15,25.4
502090,Sagar Cements Ltd.,Cement & Construction Materials,2,26.14,13.07,130.18,2504.61,191.63,-52.05,2.38,0.7,0.28,1.84,48.31,38.59,19.72,3019.34,229.85,304.65,194.75,1.56,3269.92
507663,Sagar Soya Products Ltd.,Solvent  Extraction,10,0.29,0.03,62.99,0,0.00,0.31,10.48,0,1.02,19.99,9.01,0,0.03,0.07,2.35,2.35,0.99,2.37,-1.1
540143,Sagarsoft (India) Ltd.,Professional Services,10,6.39,0.64,84.91,152.19,238.17,8.34,5.82,2,0,7.06,51.35,0,6.46,140.53,223.6,260,126.6,2.05,133.89
543743,Sah Polymers Ltd.,Plastic Products,10,25.8,2.58,32.41,109.19,42.32,0.92,0.26,0,0.34,0.79,60.46,0,3.63,218.65,84.26,145.8,71.55,2.04,234.65
511533,Sahara Housingfina Corporation Ltd.,Finance - Housing,10,7,0.70,74.23,10.61,15.16,1.41,2.01,0,0.98,2.86,71.35,0,0,26.69,37.62,78.6,33.51,2.35,18.51
532841,Sahyadri Industries Ltd.,Cement & Construction Materials,10,10.95,1.10,340.3,634.27,579.24,26.37,24.08,1,0.32,7.58,71.12,0,0.01,393.85,346.4,465.95,327.6,1.42,503.68
531931,Sai Capital Ltd.,Finance - Investment,10,2.88,0.29,-12.37,0.45,1.56,-13.14,-2.21,0,-1.13,0,73.72,51,0,48.07,174.95,209.6,116.2,1.80,51.67
543989,Sai Silks (Kalamandir) Ltd.,Retailing,2,29.47,14.74,69.52,1373.55,93.22,100.87,6.85,0,0.24,13.82,60.8,0,21.98,2821.94,179.85,311.4,144.25,2.16,2678.05
512097,Saianand Commercial Ltd.,Chemicals,1,22.72,22.72,1.76,5.42,0.24,0.76,0.03,0,0,-2.75,0,0,0,10.68,0.46,0.94,0.44,2.14,10.67
530265,Sainik Finance & Industries Ltd.,Finance - NBFC,10,10.88,1.09,35.16,15.25,14.02,2,1.84,0,2.74,-0.25,70.24,0,0,46.89,40.95,59,26,2.27,140.72
515043,Saint-Gobain Sekurit India Ltd.,Auto Ancillary,10,91.11,9.11,22.64,200.7,22.03,31.23,3.43,2,0,16.46,75,0,0.29,1234.94,132.55,156,109,1.43,1230.67
590051,Saksoft Ltd.,IT - Software,1,10.07,10.07,19.07,761.63,75.63,96.17,3.04,0.8,0,16.64,66.64,0,3.54,3788,296.15,399.4,210,1.90,3745.47
511066,Sakthi Finance Ltd.,Finance - NBFC,10,64.71,6.47,34.35,78.3,12.10,5.86,2.43,0.8,5.38,7.39,67.02,0,0,527.94,79.08,103.75,32,3.24,1602.71
507315,Sakthi Sugars Ltd.,Sugar,10,118.85,11.89,14.79,1987.35,167.21,294.94,10.25,0,6.55,227.46,59.83,45.95,0.78,462.09,37.84,46.69,26.82,1.74,1228.39
532713,Sakuma Exports Ltd.,Trading,1,23.46,23.46,3.96,2124.66,90.57,39.98,0.7,0.05,0.34,5.75,46.29,0,0.62,868.52,5.28,39.15,5.5,7.12,951.76
539353,Sal Automotive Ltd.,Auto Ancillary,10,2.4,0.24,168.15,307.52,1281.33,5.1,21.25,0,1.03,14.4,75,0,4.44,182.03,747.95,884.4,385.85,2.29,201.45
532604,SAL Steel Ltd.,Steel/Sponge Iron/Pig Iron,10,84.97,8.50,4.96,578.23,68.05,0.47,0.06,0,3.01,8.94,50.56,22.95,0,222.27,25.68,30.57,13.87,2.20,346.33
540642,Salasar Techno Engineering Ltd.,Engineering - Industrial Equipments,1,157.85,157.85,3.89,1208.43,7.66,52.93,0.33,0,0.68,11.77,55.97,2.32,8.42,3814.44,20.99,139.95,16.1,8.69,4136.87
540181,Salem Erode Investments Ltd.,Finance - NBFC,1,1.15,1.15,19.88,4.09,3.56,-1.82,-1.59,0,0.42,-0.37,75,0,0.73,60.43,53.41,82.78,35.01,2.36,56.95
526554,Salguti Industries Ltd.,Textile,10,7.54,0.75,11.99,86.6,114.85,-0.12,-0.16,0,3.51,0.1,67.07,0,3.32,27.95,37.09,41.19,30,1.37,60.06
590056,Salona Cotspin Ltd.,Textile - Spinning,10,5.26,0.53,155.78,722.26,1373.12,6.13,11.65,1,2.12,26.77,67.09,0.47,0,156.03,297,383,250,1.53,411.68
500370,Salora International Ltd.,Consumer Durables - Electronics,10,8.81,0.88,63.6,175.91,199.67,-5.21,-2.37,0,0.31,-14.24,73.76,0,0.01,54.67,61.87,80.45,42.42,1.90,70.11
517059,Salzer Electronics Ltd.,Electric Equipment,10,17.38,1.74,274.61,1166.31,671.06,47.07,24.84,2.5,0.66,10.11,37.53,6.44,2.92,1698.07,932.9,1142.3,355.15,3.22,2001.85
532005,Sam Industries Ltd.,Engineering - Construction,10,11.09,1.11,62.42,9.91,8.94,10.72,9.67,0,0,9.95,74.83,0,0,82.61,75.11,126.35,57.05,2.21,106.59
521240,Sambandam Spinning Mills Ltd.,Textile - Spinning,10,4.28,0.43,211.44,218.08,509.53,-7.9,-18.48,0,1.3,-10.95,50.22,0,0,68.68,165.05,200,138.1,1.45,183.79
511630,Sambhaav Media Ltd.,Printing And Publishing,1,19.11,19.11,4.32,39.96,2.09,0.67,0.06,0,0.09,1.42,62.93,0,0.25,114.86,6.1,6.82,2.95,2.31,122.12
543984,Samhi Hotels Ltd.,"Hotel, Resort & Restaurants",1,22,22.00,127.1,957.39,43.52,-234.62,-3.64,0,0.13,-4.44,0,0,81.21,4592.5,206.3,237.8,127.45,1.87,4874.07
520075,Samkrg Pistons & Rings Ltd.,Auto Ancillary,10,9.82,0.98,193.87,246.7,251.22,12.61,12.84,2,0.1,8.35,66.88,0,0.01,195.97,194,259.35,133,1.95,224.99
535789,Sammaan Capital Ltd.,Finance - Housing,2,114.99,57.50,244.55,8474.87,147.40,1214.39,17.22,2,2.43,5.86,0,0,25.76,12016,158.15,234.95,131.1,1.79,51625.61
543376,Samor Reality Ltd.,Construction - Real Estate,10,22.49,2.25,22.27,17.32,7.70,0.11,-0.13,0,0.33,0.65,57.9,0,0,189.42,86,138.57,42.84,3.23,212.32
534598,Sampann Utpadan India Ltd.,Power Generation/Distribution,10,40.61,4.06,0.35,71.45,17.59,-0.87,-0.21,0,23.29,-35.79,40.5,0,12.21,123.37,30,41.5,14.55,2.85,220.38
530617,Sampre Nutritions Ltd.,Consumer Food,10,6.87,0.69,32.23,25.15,36.61,0.23,0.45,0,0.89,2.32,28.36,0,0,71.3,79.49,99.33,46.55,2.13,88.69
543229,Samrat Forgings Ltd.,Forgings,10,5,0.50,65.82,162.03,324.06,2.97,5.95,0,2.09,18.81,74.98,0,3.3,179.35,325,575,263.2,2.18,254.1
530125,Samrat Pharmachem Ltd.,Pharmaceuticals & Drugs,10,3.09,0.31,217.05,281.58,911.26,2.16,7,1,0.3,30.25,48.64,0,3.24,194.93,640,646,320,2.02,193.66
539267,Samsrita Labs Ltd.,Trading,10,14.81,1.48,8.28,0.01,0.01,-0.78,-0.17,0,0.18,-2,52.87,2.7,0,40.43,30.03,27.3,13,2.10,42.63
521206,Samtex Fashions Ltd.,Textile,2,14.9,7.45,0.03,0,0.00,-4.77,-0.04,0,10.11,-38.65,49.11,12.01,0.07,24.14,3.2,4.24,1.84,2.30,30.31
517334,Samvardhana Motherson International Ltd.,Auto Ancillary,1,677.64,677.64,47.37,98691.74,145.64,2782,1.39,0.8,0.14,2.98,60.36,1.19,30.97,138374.52,205.05,208.9,86.85,2.41,142588.22
530025,Samyak International Ltd.,Trading,10,6.25,0.63,59.69,38.62,61.79,3.8,0.47,0,0.05,-1.21,14.01,0,0,40.49,66.11,64.82,16.05,4.04,33.99
509423,Sanathnagar Enterprises Ltd.,Construction - Real Estate,10,3.15,0.32,-28.96,3.81,12.10,2.94,9.34,0,-1.65,0,74.99,0,1.18,13.64,42.44,87.55,16,5.47,27.59
521222,Sanblue Corporation Ltd.,Trading,10,5,0.50,112.83,1.4,2.80,0.25,0.51,0,0,1.68,66.81,0,0,26.84,54.66,68,26.2,2.60,25.21
511563,Sanchay Finvest Ltd.,Finance - Investment,10,3.15,0.32,10.75,0.43,1.37,0.23,0.73,0,0,7.2,59.68,0,0.01,9.21,29.25,70.77,18.13,3.90,8.61
523116,Sanco Trans Ltd.,Logistics,10,1.8,0.18,586.22,118.8,660.00,8.42,6.39,1.5,0.11,1.1,72.42,0,0,130.73,748.8,876,575,1.52,137.22
543897,Sancode Technologies Ltd.,IT - Software,10,4.07,0.41,18.15,4.76,11.70,-1.75,-2.6,0,0,18.75,71.53,0,0,26.45,68,99,59,1.68,25.37
541163,Sandhar Technologies Ltd.,Auto Ancillary,10,60.19,6.02,174.83,3521.11,585.00,106.32,18.65,3.25,0.17,11.47,70.38,0,17.92,3586.16,592.25,697.6,342.9,2.03,3762.12
524703,Sandu Pharmaceuticals Ltd.,Pharmaceuticals & Drugs,10,9.66,0.97,33.04,67.28,69.65,1.46,1.51,0,0,5.3,42.9,0,0.01,62.22,62.4,85,55.15,1.54,61.02
504918,Sandur Manganese & Iron Ores Ltd.,Mining & Minerals,10,162.04,16.20,142.15,1252.13,77.27,238.64,14.69,1,0.06,11.64,74.22,0,2.23,7969.69,488.85,3485.95,330.6,10.54,8041.11
516096,Sangal Papers Ltd.,Paper & Paper Products,10,1.31,0.13,319.26,190.34,1452.98,2.47,18.9,0,0.65,6.2,39.48,15.3,0,32.71,234.2,279.85,162.8,1.72,57.78
514234,Sangam (India) Ltd.,Textile,10,50.25,5.03,198.7,2628.06,523.00,40.82,7.58,2,1.02,4.12,70.16,0,3.19,2075.18,411.55,627.2,274.45,2.29,3051.06
538714,Sangam Finserv Ltd.,Finance - NBFC,10,9.32,0.93,138.72,18.57,19.92,7.9,8.48,0,0.28,5.56,63.08,0,0,114.62,127.95,129.15,54.52,2.37,140.86
526521,Sanghi Industries Ltd.,Cement & Construction Materials,10,258.33,25.83,39.56,821.35,31.79,-448.79,-17.37,0,1.87,-33.62,75,16.1,0.48,2226,85.65,156.2,83,1.88,4115.03
530073,Sanghvi Movers Ltd.,Construction Vehicles,2,8.66,4.33,243.19,455.78,105.26,112.06,43.41,6,0.29,20.28,47.25,0,5.75,3427.33,808.5,1483,621.35,2.39,3638.34
531569,Sanjivani Paranteral Ltd.,Pharmaceuticals & Drugs,10,11.68,1.17,25.34,54.41,46.58,6.16,5.28,0,-0.81,0,27.67,0,9.36,365.48,297.2,360.6,101,3.57,356.89
532435,Sanmit Infra Ltd.,Construction - Real Estate,1,15.8,15.80,2.26,96.59,6.11,4.46,0.28,0,0.26,17.55,72.33,0,0,223.11,13.61,90.92,10.29,8.84,231.75
500674,Sanofi India Ltd.,Pharmaceuticals & Drugs,10,23,2.30,297.27,2851.1,1239.61,602.9,262.26,167,0,55.83,60.4,0,28.4,16450.89,7176.9,10526,5850.55,1.80,16190.69
514280,Sanrhea Technical Textiles Ltd.,Textile,10,5,0.50,44.75,68.04,136.08,5.2,10.4,1.5,0.42,16.91,71.53,0,0,77,151.5,205.75,64.75,3.18,82.57
543358,Sansera Engineering Ltd.,Auto Ancillary,2,10.72,5.36,259.25,2811.43,524.52,187.04,35.43,3,0.52,15.12,34.78,0,50.28,8536.33,1591.25,1604.45,820.6,1.96,9178.27
530035,Santosh Fine-Fab Ltd.,Textile - Weaving,10,3.43,0.34,16.57,12.9,37.61,-0.94,-2.74,0,0.71,-0.21,52.19,0,0,11.7,33.2,40.6,16.31,2.49,15.68
519260,Sanwaria Consumer Ltd.,Edible Oil,1,73.61,73.61,-8.49,1.07,0.01,-5.79,-0.06,0,-1.47,0,15.34,0,0,38.28,0.51,0.61,0.49,1.24,951.63
543397,Sapphire Foods India Ltd.,Consumer Food,2,63.7,31.85,37.57,2594.28,81.45,51.96,7.97,0,0.02,4.38,30.82,0,62.97,10818.07,338.15,1878,317.3,5.92,10692.05
506906,Saptak Chem And Business Ltd.,Fertilizers,10,10.73,1.07,-2.02,0,0.00,-0.03,-0.03,0,-1.07,0,16.31,0,3,2.87,2.76,5.37,2.08,2.58,5.17
519238,Saptarishi Agro Industries Ltd.,Agriculture,10,34.02,3.40,2.17,41.19,12.11,2.04,0.6,0,0.06,11.93,74.98,0,0,128.3,37.4,52.65,14.02,3.76,133.37
538992,Sar Auto Products Ltd.,Auto Ancillary,10,4.76,0.48,36.06,20.04,42.10,1.17,2.45,0,0.94,7.15,74.86,0,4.63,929.12,1950,2509.4,1090.35,2.30,929.81
512020,Saraswati Commercial (India) Ltd.,Finance - NBFC,10,1.03,0.10,7211.74,128.34,1246.02,103.9,1008.82,0,0.05,2.73,72.32,0,0,2355.26,24011.6,22868.2,2641.3,8.66,2352.66
504614,Sarda Energy & Minerals Ltd.,Steel & Iron Products,1,35.24,35.24,104.92,3868.13,109.77,508.63,13.22,1,0.04,14.08,72.64,0,6.24,14896.92,415.8,426.7,180.5,2.36,14407.94
519242,Sarda Proteins Ltd.,Edible Oil,10,1.73,0.17,8.78,1.3,7.51,0.02,0.11,0,0,-2.08,0,0,0,17.74,102.79,102.79,37.7,2.73,17.62
532163,Saregama India Ltd.,"Film Production, Distribution & Entertainment",1,19.28,19.28,71.53,803,41.65,197.56,10.53,4,0,15.86,59.22,0,20.45,9949.93,515.3,580.8,310.2,1.87,9459.19
526885,Sarla Performance Fibers Ltd.,Textile - Manmade  Fibres,1,8.35,8.35,58.12,383.26,45.90,32.72,4.45,0,0.28,8.26,56.67,0,1.49,748.02,85.99,118,44.28,2.66,871.19
530993,Sarthak Global Ltd.,Trading,10,3,0.30,5.13,4.07,13.57,0.02,0.07,0,10.69,1.14,72.72,0,0,4.99,16.62,16.62,11.27,1.47,22.67
531930,Sarthak Industries Ltd.,Trading,10,9.29,0.93,43.55,30.43,32.76,0.68,0.73,0,0.04,1.71,36.27,0,0,21.78,23.89,30.5,22.04,1.38,21.23
540393,Sarthak Metals Ltd.,Metal - Ferrous,10,13.69,1.37,85.79,305.17,222.91,13.83,10.1,1,0,12.51,69.15,0,0.6,232.59,167.4,448.55,167.6,2.68,203.05
514412,Sarup Industries Ltd.,Household & Personal Products,10,3.25,0.33,-23.75,11.57,35.60,-1.71,-5.24,0,-5.53,0,74.36,21.52,0,16.88,51.9,51.9,23.2,2.24,59.14
543688,Sarveshwar Foods Ltd.,Consumer Food,1,97.88,97.88,2.06,869.59,8.88,17.34,0.08,0,0.76,4.54,54.91,0,0,958.26,9.56,15.73,4.03,3.90,1109.53
539124,Sarvottam Finvest Ltd.,Finance - NBFC,10,7.5,0.75,33.83,1.83,2.44,0.47,0.63,0,0.02,1.88,24,0,0,20.7,27.89,59,23.89,2.47,20.54
506313,Sashwat Technocrats Ltd.,Finance - Investment,10,0.31,0.03,45.01,0.21,6.77,-5.28,3.37,0,0.03,7.52,60.23,0,0,5.36,175.05,175.05,124.55,1.41,5.34
532663,Sasken Technologies Ltd.,IT - Software,10,15.08,1.51,515.45,406.43,269.52,78.74,55.81,25,0,11.41,43.25,0,19.65,2248.5,1469.45,1950,1037.5,1.88,2236.7
533259,Sastasundar Ventures Ltd.,Finance - NBFC,10,31.81,3.18,85.61,1375.71,432.48,92.03,-0.28,0,0,0.24,73.92,0,1.96,979.45,305.2,498.8,266.1,1.87,979.34
511076,Sat Industries Ltd.,Trading,2,22.62,11.31,31.06,500.62,44.26,274.23,20.34,0.3,0.08,98.37,51.59,0,1.32,1423.17,122.15,144,84.05,1.71,1247.3
533202,Satchmo Holdings Ltd.,Construction - Real Estate,10,145.83,14.58,-64,44.01,3.02,15.8,0.24,0,-0.09,0,44.76,0,7.09,75.98,5.09,6.99,2.57,2.72,160.57
539201,Satia Industries Ltd.,Paper & Paper Products,1,10,10.00,98.34,1720.78,172.08,211.19,21.12,0,0.57,30.07,52.46,0,2.85,1145.5,113.75,155,100.9,1.54,1425.97
539404,Satin Creditcare Network Ltd.,Finance Term Lending,10,110.04,11.00,250.78,2232.79,202.91,435.94,38.43,0,2.7,18.58,36.17,0,14.17,2299.45,209.35,283.65,182.95,1.55,8360.04
539218,Saumya Consultants Ltd.,Finance - NBFC,10,6.91,0.69,173.88,59.67,86.35,21.38,30.95,0,0,-1.31,54.88,0,0,159.45,230.8,278.25,66.53,4.18,159.29
502175,Saurashtra Cement Ltd.,Cement & Construction Materials,10,110.98,11.10,84.27,1765.16,159.05,56.6,5.15,0,0.09,6.53,66.88,0,0.38,1447.27,123.4,148.8,73.07,2.04,1282.05
511577,Savani Financials Ltd.,Finance - NBFC,10,4,0.40,14.85,0.12,0.30,-2,-5,0,21.7,-181.49,75,0,0,65.09,20.34,21.75,18.04,1.21,65.19
532404,Saven Technologies Ltd.,IT - Software,1,1.09,1.09,17.59,68.32,62.68,3.1,2.29,0,0,22.04,42.47,0,0,60.51,55.12,77,39.6,1.94,52.53
512634,Savera Industries Ltd.,"Hotel, Resort & Restaurants",10,11.93,1.19,67.93,63.11,52.90,2.79,8.64,3,0.03,13.83,62.8,0,0.52,201.82,169.5,180.7,77.62,2.33,178.34
524667,Savita Oil Technologies Ltd.,Lubricants,2,13.82,6.91,237.91,3740.85,541.37,200.76,29.56,4,0,13.29,68.92,0,12.49,3942.91,565,655,312.7,2.09,3820.76
531893,Sawaca Business Machines Ltd.,Trading,1,11.44,11.44,1.04,6.54,0.57,0.46,0.04,0,0.02,4.25,0.82,0,0,33.18,0.57,1.81,0.57,3.18,33.74
544090,Sayaji Hotel (Pune) Ltd.,"Hotel, Resort & Restaurants",10,3.05,0.31,225.6,70.47,231.05,16.58,54.6,0,0.03,51.18,74.95,1.71,0,248.3,800.05,979,96.02,10.20,248.09
544080,Sayaji Hotels (Indore) Ltd.,"Hotel, Resort & Restaurants",10,3.05,0.31,176.14,96.1,315.08,7.18,23.58,0,0.4,27.61,74.95,1.71,0,359.8,1157.4,1387.9,96.02,14.45,377.79
523710,Sayaji Hotels Ltd.,"Hotel, Resort & Restaurants",10,17.52,1.75,27.91,111.76,63.79,18.32,10.4,0,0.01,19.58,74.95,7.28,0.02,666.03,380,425,247,1.72,663.52
540728,Sayaji Industries Ltd.,Consumer Food,5,3.16,0.63,157.37,975.4,1543.35,-16.23,-17.91,0,1.48,-10.3,74.97,0,0.02,140.27,220.2,244.95,144.05,1.70,292.69
542725,SBC Exports Ltd.,Textile,1,31.75,31.75,1.56,209.41,6.60,9.45,0.3,0,0.77,22.19,63.6,11.6,0.01,1143.17,35.43,38.84,18.39,2.11,1163.49
532102,SBEC Sugar Ltd.,Sugar,10,47.65,4.77,-12.3,654.51,137.36,-3.3,0.98,0,-1.91,0,65.12,0,2.01,319.66,66.65,85.92,32.35,2.66,525.79
517360,SBEC Systems (India) Ltd.,Engineering,10,10,1.00,-7.59,3.19,3.19,1.33,1.33,0,-1.87,0,51,0,0,42.5,42.65,59.15,18.85,3.14,59.2
543959,SBFC Finance Ltd.,Finance - NBFC,10,1071.89,107.19,26.32,1018.64,9.50,237.1,2.21,0,1.45,10.66,55.19,0,20.96,9365.24,87.54,97.99,72.23,1.36,12895.46
543066,SBI Cards And Payment Services Ltd.,Finance - NBFC,10,950.97,95.10,133.16,16968.42,178.43,2407.88,25.32,2.5,3.3,22.03,68.62,0,25.26,74144.19,795.15,824,649,1.27,111305.65
540719,SBI Life Insurance Company Ltd.,Insurance,10,1001.47,100.15,155.43,80587.1,804.69,1893.78,18.91,2.7,0,13.77,55.41,0,40.6,184624.53,1841,1935,1263.95,1.53,182988.99
526081,SC Agrotech Ltd.,Agriculture,10,6,0.60,4.77,0.68,1.13,0.24,0.4,0,0,140.21,17.34,0,0,9.59,15.2,22.95,11.76,1.95,9.36
531797,Scan Projects Ltd.,Engineering,10,2.87,0.29,21.63,7.99,27.84,0.06,0.19,0,0.02,2.22,68.59,0,0,4.87,64.97,93.31,11.61,8.04,4.36
511672,Scan Steels Ltd.,Steel & Iron Products,10,52.35,5.24,77.92,965.41,184.41,17.73,3.39,0,0.31,4.27,48.11,0,0,344.74,66.08,94.9,41,2.31,431.87
526544,Scanpoint Geomatics Ltd.,Photographic Products,2,13.86,6.93,8.92,29.53,4.26,1.62,0.23,0,0.63,0.69,7.68,1.84,0.03,148.27,8.74,11.24,5,2.25,202.35
505790,Schaeffler India Ltd.,Bearings,2,31.26,15.63,312.99,7250.91,463.91,899.02,58.16,26,0,19.98,74.13,0,20.47,60201.92,3812.2,4950,2616.05,1.89,59089.79
534139,Schneider Electric Infrastructure Ltd.,Electric Equipment,2,47.82,23.91,13.85,2206.68,92.29,172.03,7.19,0,1.66,81.83,75,0,4.73,18322.54,753.75,980,300,3.27,18744.42
538857,Scintilla Commercial & Credit Ltd.,Finance - Investment,10,10.03,1.00,9.93,0.59,0.59,-2.19,-0.17,0,0.08,0.27,18.81,0,0,5.37,5.29,6.31,3.6,1.75,6.02
531234,Scoobee Day Garments (India) Ltd.,Paper & Paper Products,10,13.5,1.35,2.55,40.21,29.79,3.74,2.77,0,-116.66,0,74.99,0,1.48,99.72,73,105.95,63,1.68,153.55
533268,Sea TV Network Ltd.,TV Broadcasting & Software Production,10,12.02,1.20,-31.82,11.94,9.93,30.41,25.18,0,-0.96,0,58.49,29.99,0,13.09,11.1,12.09,2.6,4.65,36.74
542753,Seacoast Shipping Services Ltd.,Logistics,1,53.87,53.87,2.49,374.16,6.95,20.29,0.38,0,0.46,26.04,0.04,0,0,286.04,5.12,7.49,2.53,2.96,316.32
526807,Seamec Ltd.,Shipping,10,25.43,2.54,362.79,729.29,286.78,120.65,73.38,1,0.26,23.95,72.31,0,8.84,3469.88,1323,1664,615.8,2.70,3641.04
514264,Seasons Textiles Ltd.,Textile,10,7.49,0.75,46.92,26.49,35.37,-0.21,-0.28,0,0.69,-0.6,61.45,0,0,16.29,21.88,26.35,11,2.40,39.51
543234,Secmark Consultancy Ltd.,BPO/ITeS,10,10.38,1.04,15.61,24.59,23.69,-2.36,-2.28,0,0.56,-25.2,74.91,0,0,98.51,90.01,145.37,70.75,2.05,98.78
543625,SecUR Credentials Ltd.,BPO/ITeS,10,41.06,4.11,12.04,51.34,12.50,2.05,1.9,0,0.41,17.59,0,0,0,24.19,5.78,25.43,5.51,4.62,42.01
512161,Securekloud Technologies Ltd.,IT - Software,5,16.71,3.34,23.87,340.32,101.83,-95.82,-8.32,0,0.5,-2.78,43.52,4.94,0.02,114.4,33.6,72.95,33.31,2.19,162.39
532993,Sejal Glass Ltd.,Glass,10,10.1,1.01,12.04,163.8,162.18,3.17,0.5,0,5.53,7.98,75,0.13,0.34,356.18,370.25,414,218,1.90,423.65
532886,SEL Manufacturing Company Ltd.,Textile,10,33.14,3.31,-26.55,374.27,112.94,-192.95,-58.23,0,-16.67,-419.33,75,27,18.49,198.81,60.5,123.05,47,2.62,1135.35
530075,Selan Exploration Technology Ltd.,Oil Exploration,10,15.2,1.52,271.03,165.6,108.95,32.74,21.54,0,0,8.96,30.46,0,5.14,1296.86,847.85,1099.8,380.25,2.89,1246.38
538875,Sellwin Traders Ltd.,Finance - Investment,10,8.2,0.82,17.18,61.73,75.28,0.96,1.05,0,0,5.12,0,0,0,54.68,26.5,29.5,9.5,3.11,52.11
505368,Semac Consultants Ltd.,Engineering - Industrial Equipments,10,3.12,0.31,215.7,127.49,408.62,-31.76,-106.38,0,0,17.33,63.86,0,0.06,133.61,425,3644,428.1,8.51,114.02
543936,Senco Gold Ltd.,Diamond  &  Jewellery,10,77.7,7.77,183.9,5241.44,674.57,181,24.29,1,1.09,16.33,68.45,0,18.19,9789.53,1283.9,1328.45,462.65,2.87,10736.57
531980,Senthil Infotek Ltd.,IT - Software,10,5.05,0.51,9.46,0.11,0.22,0.01,0.01,0,0,0.09,73.75,0,0,12.85,25.45,25.46,7,3.64,12.73
532945,SEPC Ltd.,Engineering - Construction,10,1409.81,140.98,9.05,560.98,3.98,22.78,0.16,0,0.37,1.98,37.64,12.78,25.58,5095.97,30.88,33.5,12.45,2.69,5487.36
512529,Sequent Scientific Ltd.,Pharmaceuticals & Drugs,2,49.89,24.95,40.68,1369.73,54.91,-29.61,0.02,0,0.05,0.06,52.78,0,13.76,4442.56,172.65,184.65,87.04,2.12,4488.06
512399,Sera Investments & Finance India Ltd.,Finance - Others,2,13,6.50,11.19,22.87,3.52,17.87,2.75,0.1,1.15,-74.46,56.05,0,0,209.3,33.81,32.2,10.17,3.17,200.86
502450,Seshasayee Paper and Boards Ltd.,Paper & Paper Products,2,12.04,6.02,297.53,1801.83,299.31,257.88,43.08,5,0.01,15.2,42.78,0,27.34,2215.9,345.4,391.75,280.5,1.40,1629.8
505075,Setco Automotive Ltd.,Auto Ancillary,2,26.75,13.38,5.64,629.73,47.08,-135.14,0.01,0,0.91,-11.11,59.25,56.05,0.07,164,12.21,16,6.09,2.63,232.17
533605,Setubandhan Infrastructure Ltd.,Engineering - Construction,1,12.57,12.57,3.78,110.17,8.76,-6.12,-0.49,0,1.47,0.07,27.42,0,0,11.94,0.91,1.16,0.6,1.93,171.98
511760,Seven Hill Industries Ltd.,Finance - Investment,1,13,13.00,0.61,3.4,0.26,3.2,0.25,0,1.09,2.62,0,0,0,15.34,1.16,1.39,0.54,2.57,21.61
